Gene symbol	Astrocyte	Endothelial	Microglia	Excitatory	Inhibitory	Oligo
PLCB1	98.5573459122807	19.0460492	0	103.246487130435	257.113912971429	7.71938037142857
KCNC2	4.76554270175439	1.9121229	0.103412785714286	77.6516164347826	195.856818190476	1.66848894285714
GPI	262.095225789474	71.92712135	230.573337285714	473.408470086957	608.942875009524	66.3095902
CCK	71.3062151929825	70.01214755	0	756.726901913043	1890.06606969524	65.2781958285714
CNR1	5.09030671929825	48.84877235	0.076530214285714	158.661796	703.714505342857	10.3826588
ELAVL2	14.1494348596491	9.4747855	0	145.733659434783	292.892557180952	10.4419955428571
FGF14	17.9528298596491	47.5454436	0	307.976073478261	834.4715824	20.1092171142857
DLX1	5.12654464912281	21.8474601	0	8.50602830434783	148.919151095238	9.2290338
SULT4A1	0.514647824561403	18.78385155	0	454.086553434783	303.227782238095	1.04458745714286
ATPIF1	209.131321122807	195.1427196	78.1662183571429	906.797346913043	966.939721942857	164.698927371429
FAM65B	20.4879549298246	7.5131474	0	80.1316327826087	136.145731809524	0.829022085714286
MAGI1	33.7318036491228	7.47709345	0.298071857142857	95.567353173913	178.774034485714	16.5177925714286
CIT	3.43880121052632	12.92475485	0	140.09664126087	181.561166733333	17.7103377142857
RAB3C	1.74408257894737	4.27963245	0	40.5444254347826	61.9941477047619	1.18992811428571
RAB3A	7.90811492982456	0.21856345	2.04964678571429	125.379087173913	130.811067304762	2.49338022857143
PTPRN2	31.9014787719298	3.9414356	11.6636437857143	59.0270925217391	125.393383933333	4.49829494285714
INA	12.3261775438596	30.7637447	0	225.798959652174	380.286821047619	28.0049696571429
PLEKHA5	20.0338835614035	22.4538565	6.75282757142857	106.834067304348	137.050285990476	14.6109976571429
SLC1A2	9973.83315708772	156.62005355	10.3899296428571	480.462515782609	154.441094904762	47.6486476571429
GPR98	954.403453017544	0.1523024	0.1657815	39.4588701304348	7.58247614285714	1.307357
GJA1	4937.40053810526	190.7816675	0.267046928571429	104.879607391304	56.1467596380952	13.0327384
SLC1A3	6654.553884	252.92924195	1945.69065957143	258.506103913043	61.9124091714286	265.874166285714
ATP1A2	3915.00603550877	1347.38367795	3.24769364285714	91.479986	65.552789552381	22.1039757714286
FGFR3	432.833759701754	2.5747535	0	8.9274422173913	10.6569525047619	0.394395085714286
SLCO1C1	1835.83252510526	98.52132275	120.188983928571	18.0048209130435	23.1988285047619	0.793318285714286
AGT	2634.84047557895	294.90406025	8.55357557142857	119.870493304348	34.3382248095238	29.9171940571429
SLC4A4	687.274621421053	25.3498864	0	30.898576	35.7286474666667	37.8872909142857
SPARCL1	16638.2571211228	3491.8817197	163.754666785714	2965.56458513043	1921.65945457143	139.753911428571
ATP1B2	5397.51277045614	356.7198441	150.911371428571	561.002136086957	719.116523142857	58.7200697714286
LRRC16A	1395.49887277193	57.22442335	0	229.219825130435	156.299603066667	2.75276694285714
GPR37L1	672.563369421053	5.05459575	9.99370521428571	19.6175637826087	15.2148091142857	25.1979692
F3	4763.1203217193	1881.5088721	1.20934214285714	96.2925842173913	53.199256952381	11.9571580857143
BMPR1B	2137.75487935088	3.8250216	0.208660571428571	84.3048818695652	27.7637976095238	44.2887456571429
ACSBG1	274.622009578947	0	0	2.99112	0.46736480952381	1.11299357142857
SLC25A18	909.811887736842	0	0	29.2554609130435	23.0579243904762	4.92875194285714
DIO2	991.097386	0.0755045	0.741299071428571	35.2411312608696	40.0040074952381	30.0240470857143
STON2	1239.16178575439	0.3883598	0.419913214285714	18.4224712608696	20.6519611904762	1.71777025714286
EZR	2309.50681284211	518.9416427	478.969598214286	64.9724442608696	45.3082110095238	29.6236353714286
CPE	6338.22841396491	1025.96378885	30.1260885714286	1259.38867469565	890.573264114286	93.6543991428571
SDC4	813.83144477193	28.31501765	0.252021714285714	5.15221239130435	4.24581160952381	0.250172457142857
NHSL1	826.150736385965	97.82144635	308.89499	15.7193574782609	11.9384521428571	1.285752
PPAP2B	1197.72881877193	121.6518811	243.305764	53.4590059130435	18.2106591047619	70.5303591428572
EDNRB	1401.73903559649	5.24559175	19.8896796428571	19.6236609130435	64.3333072380952	13.1046987714286
GLUD1	2399.53634733333	158.5091124	162.291811785714	156.490616434783	127.694246971429	262.644178542857
SFXN5	149.410025508772	3.9029907	0	4.0683467826087	4.25282341904762	0.379192285714286
MLC1	181.048887105263	0.1665792	0	1.17628086956522	1.28976585714286	0
RANBP3L	1296.71332114035	520.44788895	0	64.5617758695652	39.3495258	0.663723371428571
ATP13A4	770.717116035088	0	0	33.6592896521739	26.5227856380952	2.88047297142857
RYR3	596.138791035088	3.28871505	5.63028071428571	37.4792395652174	116.69141607619	0.311259628571429
MGST1	416.604461631579	23.11369585	0	2.76086743478261	2.03303576190476	0.760769914285714
CLDN10	1717.75883387719	2.93108045	12.8589215714286	68.6622474782609	83.4344439904762	0.468732314285714
NTRK2	916.84443131579	67.61047615	0.092447785714286	124.668479782609	155.021159419048	36.7129374
SLC7A11	760.537458263158	388.48788885	0.141486642857143	35.4179893478261	4.2849572	4.75734022857143
SLC15A2	761.814641596491	2.8460709	34.4365784285714	26.98962	13.3862126	1.40075865714286
MYO10	422.651197491228	55.1451674	60.5027783571429	8.45987365217391	12.4725626	56.2750438857143
TTYH1	121.467134105263	3.2378536	1.3042095	6.93692173913043	2.72702806666667	14.5313496
PREX2	273.914734491228	52.03320255	0	1.28851608695652	16.8710215238095	19.7269824
TPD52L1	344.508432473684	6.23578635	0	23.2801166956522	21.3981765809524	0.962935314285714
ID4	1115.72453187719	69.18407495	0.669220714285714	34.5255240869565	47.431285	21.0010052571429
COL5A3	57.0212920877193	0.0861239	0	3.40754260869565	0.612077152380952	2.58184708571429
PSD2	920.973291982456	1.0954926	0	65.1092506521739	30.0553190190476	15.7082523428571
NCAN	572.610423070175	2.99753165	0.300059071428571	98.0103567826087	41.9654494857143	0
SLC39A12	961.182093982456	0.08924565	61.2097657142857	10.8655963043478	10.2646471428571	0.139654714285714
CST3	681.100606105263	138.51189955	43.9187409285714	50.9815342608696	33.1769364761905	2.08230371428571
GLUL	3939.46180631579	837.60031985	444.258470857143	185.184078304348	122.957491638095	2553.18869691429
GJB6	1823.10034322807	12.6992785	0.880391214285714	105.777866782609	56.3988867047619	0.076967514285714
PRODH	136.574330701754	0.0815995	0	16.4041364782609	2.11150697142857	0.229267371428571
GPR56	272.817962824561	6.28980795	64.1948326428571	22.0767676956522	21.964948247619	1.06957731428571
PLP1	277.354020929825	3028.6669318	414.796734857143	435.084498521739	205.878872752381	34538.8938070286
ERMN	64.8890346491228	282.6976539	26.9776558571429	36.9355215652174	14.1148396571429	4707.49037674286
CNP	222.112227877193	240.1478301	249.367793785714	139.664414521739	171.067233838095	5783.14823645714
TF	18.59415	276.53982275	0	72.6383500869565	11.8279423047619	2422.92424348571
SCD	568.629028157895	258.8276967	120.465077857143	108.732766217391	104.383258704762	4113.28244917143
CLDND1	339.525837175439	932.21082145	385.039230071429	331.862578391304	158.624200857143	7894.2361686
TMEM144	123.260249526316	195.2493034	287.546013785714	64.9058628695652	35.1289244952381	3654.18646062857
FAM107B	2.5827150877193	49.5675192	46.4619209285714	3.48036986956522	6.06911419047619	951.666808742857
UGT8	1.05497596491228	56.5406035	0	30.837109	4.91121340952381	1149.26038794286
PIP4K2A	485.489696298246	441.70594945	540.080523142857	191.677606086957	239.559645257143	11796.9991882
CLDN11	0.601168929824561	103.6359166	6.89720614285714	39.3314823913043	21.2875593619048	1914.00449022857
ENPP2	2.2963560877193	315.57080115	1.06449785714286	40.3192943913043	55.9603215047619	1868.63557314286
ANLN	1.70990392982456	57.39860995	0	3.974793	17.8350619142857	864.831383514286
SLAIN1	82.8004909473684	165.4433788	110.7176275	54.2687999565217	79.9266128285714	2343.93656542857
ST18	3.925693	30.92265045	1.18543471428571	4.84637317391304	2.41348321904762	197.269803771429
OPALIN	6.62264980701754	327.8832057	0.590049357142857	42.5253076956522	19.2649328857143	3253.08395414286
SLC12A2	78.4680247719298	566.1841021	0.718442642857143	90.1709480434783	101.877823352381	1353.06214414286
RNASE1	0	1706.5383555	282.237016214286	66.8791650434783	19.0814203047619	4031.77158705714
BCAS1	5.6081797368421	38.8285609	2.917506	17.2377432608696	42.1745541238095	360.6461088
MOBP	9.36318724561404	51.92186825	0	1.99320439130435	14.0085209142857	443.9538548
GPR37	55.209457245614	344.8598733	0	34.3628055217391	42.4503733904762	935.381983257143
CNDP1	13.8806560175439	74.11985935	0	9.34721869565217	10.7496753714286	1356.56160025714
MBP	25.2166906491228	300.7449597	122.031162857143	59.1668529565217	96.6884030857143	1769.49856965714
SOX2-OT	87.5911773859649	81.70989865	7.2768285	53.9025779130435	94.9934055047619	933.266881
KLK6	0.050657719298246	37.0532831	1.06168007142857	0.678997869565217	1.35320886666667	1341.45177048571
CRYAB	1237.34453724561	1032.98224635	25.8571475	469.11506826087	285.654046104762	5039.83299894286
QDPR	61.6229804210526	86.18036365	177.328233428571	353.831476	182.670104771429	3403.83858082857
CD9	68.2342113508772	607.01929825	307.435783785714	20.1519024782609	20.8758349142857	1547.31122748571
COL4A5	34.2168644385965	27.16761375	0	2.51871265217391	4.9613254	247.787641571429
DOCK5	37.2881298070175	71.8987769	0	1.72808708695652	1.51362902857143	421.1753536
CARNS1	0.753989122807017	44.7029332	0	2.57650130434783	0.962181466666667	225.053196228571
TTLL7	2.02413587719298	56.52287455	0	106.006902913043	108.8084632	643.709782657143
MAG	0	1.27103015	0	0.604982434782609	0	853.419640828571
LAMP2	787.961873964912	342.3622919	523.091933214286	160.151844521739	224.523666342857	3297.35245431429
ABCA8	1.64359580701754	18.9434493	0.071848142857143	1.1226757826087	1.71960344761905	177.760393171429
GLTP	116.786546578947	326.2036934	165.192000357143	59.242765	93.232629647619	1590.19029991429
ADAMTS4	0.872035473684211	787.66982745	68.9018042142857	2.85633782608696	1.47300193333333	157.503208057143
HHIP	5.47872721052632	4.93881635	0	1.55317095652174	9.09184092380952	164.556810857143
SLC24A2	20.5525692105263	58.30557605	11.9465872857143	320.164599826087	198.265175209524	1544.65498957143
PLLP	0.211234859649123	210.3782217	1.60412864285714	4.43446395652174	100.792538885714	1051.88647302857
GPM6B	1540.81358533333	233.0912813	445.815539714286	626.411870347826	308.8559964	3197.32602628571
SLCO1A2	0.674662771929825	194.1996607	0	8.66361182608696	0.585412038095238	406.2200548
LPAR1	25.3345045438596	27.7557323	1.14747157142857	2.8395762173913	0.747385257142857	713.954456885714
CLMN	14.5644076315789	31.1048809	0	11.7601780869565	8.32846581904762	200.8742282
SLC44A1	7.874128	20.91163185	0.196953285714286	12.7841754782609	13.5376153619048	274.840207942857
HSPA2	86.7876570877193	131.11413645	56.6512069285714	9.68285939130435	10.5018079047619	793.5319226
RASSF2	40.3506632807018	143.91950045	247.918181571429	19.2241226956522	32.8235110380952	748.057166171429
TRIM59	0	59.23974875	0.231435642857143	0.284318652173913	1.87085244761905	701.269352714286
PLEKHH1	40.1517711754386	68.93948355	0	55.6410318695652	17.9565611428571	295.838814285714
ERBB3	15.8001331754386	5.1932941	9.31007142857143	5.92594230434783	20.3074152	281.782033057143
VCAN	15.7701482631579	33.4888278	0.484162785714286	0.302084391304348	52.2823846	10.6342385714286
PTPRZ1	1101.94680435088	0.9563587	485.549505857143	56.0270776521739	197.278071580952	32.2162571428571
PDGFRA	0.015649105263158	50.81969435	0.114347857142857	0.091793826086957	39.9357698857143	17.8379781142857
SEMA5A	4.76544685964912	109.9358383	0	77.3019983913044	81.5431392	39.5507725142857
XYLT1	12.9187572280702	0.4256751	0.303389571428571	17.0988152173913	12.3729750761905	7.48494917142857
LHFPL3	0	0	2.62188742857143	12.3421173043478	52.7042647333333	206.992124742857
PCDH15	0	0.15243365	2.24267235714286	14.7764713478261	37.1518341238095	11.9565660571429
LRRK2	27.892339245614	45.1426033	1.31325507142857	75.7840178695652	17.4294998952381	4.07380057142857
B3GNT7	0.109445666666667	49.86724915	0	2.15045265217391	105.3530078	82.8071382
PDZD2	2.66367501754386	54.5255699	3.15732464285714	7.90139117391304	32.3116429333333	18.9716042571429
SOX6	22.1099564210526	0.62933015	0	4.61631273913043	15.3827523238095	5.56689117142857
TNR	1.51734145614035	0	0.09584	23.7852566956522	11.5223352380952	4.851781
SAPCD2	0.158331052631579	0	0	0.116376086956522	1.26842104761905	3.90393328571429
PER2	318.800290368421	300.01765665	435.870484	283.098049347826	146.42670007619	206.247851828571
BLM	0	0	0.134833142857143	1.20405830434783	26.3125912285714	1.08715031428571
MMP16	0.599892070175439	2.08073085	0.122645928571429	127.551737086957	98.6703719238095	22.2394244
RAB31	321.639229649123	14.19617555	538.334816357143	16.5173482173913	43.2611340190476	12.1742448285714
OLIG1	17.0599235263158	40.3381282	10.2925333571429	0.196413391304348	38.2254184952381	386.879821142857
MEGF11	3.94675256140351	1.0279576	0	0.147391173913043	34.7572328857143	5.79613662857143
LUZP2	101.21845845614	0.02849365	0.309613642857143	64.344114826087	110.759735819048	52.9420368857143
CCDC50	55.1039077017544	97.719214	21.3985772857143	49.9397173913043	48.564994247619	25.9358127142857
CRISPLD2	0.451695192982456	982.72813735	12.2065821428571	1.737808	4.37234855238095	0.090342257142857
CREB5	3.21626475438597	81.48623165	4.7860855	66.7691743913043	20.6703976190476	459.376522628571
APOD	22.1716618245614	7061.3172194	258.240008	88.5282203478261	246.395123695238	2880.83661445714
COL11A1	162.325368105263	10.54078635	0	79.6681454347826	167.896043285714	2.54416765714286
MKLN1	298.509053754386	79.49194575	36.2460252857143	108.244986695652	89.7856679142857	143.492626685714
IL1RAP	0.148691614035088	0.1299308	440.113960785714	44.5494673478261	24.9197340380952	11.5042410571429
CRY1	21.5943545614035	213.21507075	195.185818071429	19.8822013478261	24.5853738666667	84.6740491142857
ITGB8	212.921637789474	5.28026005	0.321626071428571	114.094837304348	62.4435123714286	611.160245
SULF2	0.634240140350877	117.29917965	52.2772969285714	40.1810666086957	40.5016686857143	10.9654513142857
ETV1	27.4704696140351	2.20639025	0.767011785714286	78.9172038695652	22.0933209047619	6.00464574285714
CA10	5.11712236842105	0.2581815	0.333900071428571	78.9051787826087	22.9997901333333	29.7848103714286
TSC22D1	346.504009245614	1553.4211593	178.600914714286	652.21993673913	623.394899142857	183.672590657143
KCNJ16	74.3231212807018	0	0	0.331721434782609	3.04090716190476	0.122116714285714
COL9A1	8.75261347368421	0.6674943	0	0.526764043478261	12.4654216095238	4.26733437142857
SLC35F1	333.78284154386	100.40438575	0.730038142857143	580.516456217391	762.835999447619	47.5345601714286
SCD5	1127.20160210526	32.74632085	2.838765	759.425913913043	409.860106904762	1406.50686174286
PELI1	1.13838377192982	716.08975855	548.204502214286	126.412028913043	80.8959825714286	168.581550142857
PLEKHH2	76.1357442280702	27.0410899	0	8.08235	5.00681205714286	89.6951437428571
HMGCS1	715.935734438596	679.6949015	444.354382642857	331.929667086956	481.012402580952	952.739108942857
DSEL	8.04337336842105	38.2840707	21.9808289285714	32.1419852173913	61.4230873428571	239.939854485714
LIMA1	34.9768937894737	137.46320775	1.25055671428571	75.6431967391304	53.989751752381	134.140775628571
MYT1	0.458885157894737	0.67610195	0.8440705	0	30.4813740571429	1.6330204
SKIL	142.874678368421	240.95056845	486.559092428571	192.887805913043	197.318259780952	424.608892971429
IDI1	1227.92371301754	765.8663455	142.9531965	226.159313391304	419.094880838095	1211.8956876
EPN2	32.2305350877193	31.05309145	3.91148564285714	7.63294126086956	23.2203204571429	22.6906879714286
CNN3	1231.95922610526	616.59878395	8.5932175	178.584195782609	146.290493066667	362.0354428
SEZ6L	6.85540105263158	4.59534325	0.415507642857143	144.124083826087	220.419430038095	11.9727968
GRIA4	33.6399462807018	4.39773865	0.212861857142857	129.090201826087	192.762039980952	42.7543247428571
DSCAM	0.467391245614035	0	0.145239214285714	59.7664174782609	70.5339686285714	4.41661154285714
LAPTM5	0.232561649122807	0	1684.05948092857	0.057156043478261	28.3405300666667	30.7723634
ITGAX	1.925553	0	1676.97348685714	0	17.4618098380952	0.066458314285714
C3	0.060352543859649	0	1906.35371592857	0.107621	4.23504848571429	0.683182371428571
CD74	12.7137419824561	318.19383235	9275.55149507143	1.71395360869565	109.728848714286	1.10912071428571
ADAM28	0.094996035087719	0	535.081347428571	0.087505434782609	1.90380497142857	2.66047145714286
ADORA3	15.7573421403509	3.39224695	636.611404214286	0	3.19546721904762	112.558837457143
B4GALT1	20.8923779824561	350.91704025	492.240508571429	9.09703086956522	14.5117965904762	0.103198914285714
CD53	13.213654245614	0	4287.65327078571	46.664864	4.17259177142857	0.7490248
OLR1	0.113161807017544	0	8679.81790764286	28.960092826087	18.9751391238095	0.133808971428571
PLEK	14.6238444210526	0.34668305	4705.99701642857	2.36433569565217	26.0070155333333	0.532806342857143
PTPRC	0.168388649122807	0	770.258948785714	0.127460434782609	5.03741563809524	0.219671257142857
SRGN	21.6565635614035	3181.08367205	14668.8842472857	2.98550208695652	73.7881733714286	2.39319574285714
KCTD12	3.13504559649123	130.2665033	953.548238071429	14.9535286956522	101.877471180952	1.28125777142857
A2M	13.7903282631579	1223.19017125	3253.31650114286	0.706113086956522	29.3628113904762	7.47401451428571
CD83	72.1425694561404	1182.01225405	6987.46572614286	117.058403304348	49.502800352381	0.919273085714286
SERPINB9	331.596799192982	270.20220745	2581.07491678571	76.9077929130435	272.608831228571	51.2183832285714
SPP1	54.7797555964912	332.25985505	25242.1557970714	162.825744304348	293.910928361905	7127.765593
MSR1	0.601719473684211	0	2108.62769192857	0.078980173913044	13.0599071809524	0.153216685714286
CTSS	0	68.82389335	264.731153571429	16.9403983913043	22.4984668571429	1.30739365714286
HAVCR2	10.7515983333333	0	1913.90904778571	0.485231565217391	19.6750912095238	2.74254865714286
S100A11	0	723.29630495	2936.8353165	0	25.8508547619048	1.44258185714286
LPCAT2	0.114236473684211	5.02952025	679.104535571429	2.46210039130435	9.70962125714286	9.49033217142857
ETS2	6.59645078947368	185.2148354	1082.39327221429	56.7012111304348	16.4644644285714	0.480262971428571
SOCS6	14.0566780175439	1.62844575	991.761599142857	2.98546356521739	32.2690681333333	31.1454481428571
IL13RA1	6.95743338596491	137.4570557	670.206590285714	0	2.93245013333333	5.68398551428571
ST6GAL1	2.22367840350877	247.01933845	758.043324285714	4.06253543478261	8.99164434285714	0.184958514285714
SLCO2B1	0.055201561403509	46.8975495	127.791819714286	3.65048282608696	1.34515863809524	0.083672514285714
SGK1	9.40038136842105	467.75121715	2511.16675457143	58.7884512173913	90.4783102666667	691.112886
ZFP36L2	272.517739105263	1349.4797189	2818.43385042857	10.4775790434783	65.9350650285714	263.572797514286
PABPC3	20.6494531754386	69.12290035	184.534289785714	12.4053868695652	26.0955412857143	16.4956525714286
CSF1R	1.51275261403509	0	866.829016714286	0.401956434782609	8.65069730476191	3.5615034
CD4	16.3582195263158	156.2469886	385.079215214286	0	0.845360580952381	0.128425342857143
ELF1	11.8238677894737	283.59236745	1290.13368471429	0.520636869565217	14.604735247619	164.406818542857
MSN	44.4274927017544	324.7958527	272.671951214286	1.91193830434783	7.78403932380952	37.0361140571429
CMTM6	82.1562134736842	30.909344	1569.39447471429	26.6999733913043	64.0609813523809	5.41662608571429
RNASET2	3.34262335087719	0.95644165	124.7497395	14.0968630869565	35.8688427714286	0.0282412
SP100	0.050965192982456	127.13396325	117.391621428571	0.064002	2.57969724761905	0.738254285714286
CTSB	248.691703122807	10.56073395	1367.59700864286	229.447297391304	208.014591857143	50.5592897714286
ZCCHC6	58.5499435789474	49.9007014	919.9609435	50.3033579130435	43.6023440571429	62.1075574
KLHL6	0.228094035087719	0	54.8181030714286	0.081404652173913	0.233696542857143	0.051740142857143
RPL30	58.1269562105263	409.3839097	504.584019785714	85.9529962173913	126.976515028571	228.493403742857
NEDD9	23.3351974561403	179.5859556	503.688242357143	11.690287826087	1.38674846666667	0.550806428571429
IRAK2	11.5172499473684	5.7126871	838.280800285714	0	14.4618170952381	5.17035765714286
DUSP6	218.159318736842	477.6014204	2438.615517	333.122017086957	89.0573800952381	29.2190371714286
FCGRT	27.5110254210526	35.625229	290.218673285714	2.25618839130435	5.88743935238095	0.395279714285714
